Запуск,Время выполнения (с),Оценка π
178,0.00193,3.13324
179,0.002013,3.13324
180,0.002484,3.13324
181,0.002106,3.13324
182,0.001986,3.13324
183,0.002081,3.13324
184,0.002133,3.13324
185,0.002363,3.13324
186,0.002062,3.13324
187,0.002136,3.13324
188,0.002682,3.13324
189,0.001985,3.13324
190,0.002066,3.13324
191,0.002097,3.13324
192,0.001904,3.13324
193,0.001967,3.13324
194,0.001956,3.13324
195,0.001954,3.13324
196,0.001935,3.13324
197,0.002007,3.13324
198,0.002488,3.13324
199,0.002147,3.13324
200,0.001984,3.13324
201,0.001974,3.13324
202,0.001875,3.13324
203,0.00227,3.13324
204,0.002098,3.13324
205,0.003875,3.13324
206,0.002898,3.13324
207,0.001954,3.13324
208,0.001927,3.13324
209,0.002023,3.13324
210,0.001927,3.13324
211,0.002006,3.13324
212,0.002,3.13324
213,0.001935,3.13324
214,0.007595,3.13324
215,0.001997,3.13324
216,0.001984,3.13324
217,0.001932,3.13324
218,0.00189,3.13324
219,0.00199,3.13324
220,0.002657,3.13324
221,0.001906,3.13324
222,0.001947,3.13324
223,0.001918,3.13324
224,0.001973,3.13324
225,0.002476,3.13324
226,0.001904,3.13324
227,0.00188,3.13324
228,0.002025,3.13324
229,0.002256,3.13324
230,0.002041,3.13324
231,0.001982,3.13324
232,0.002013,3.13324
233,0.002015,3.13324
234,0.001982,3.13324
235,0.001998,3.13324
236,0.001949,3.13324
237,0.001963,3.13324
238,0.003204,3.13324
239,0.002005,3.13324
240,0.002072,3.13324
241,0.001996,3.13324
242,0.002025,3.13324
243,0.002021,3.13324
244,0.001979,3.13324
245,0.002021,3.13324
246,0.001992,3.13324
247,0.002,3.13324
248,0.001994,3.13324
249,0.001973,3.13324
250,0.001895,3.13324
251,0.001873,3.13324
252,0.001875,3.13324
253,0.001897,3.13324
254,0.001913,3.13324
255,0.001913,3.13324
256,0.002888,3.13324
257,0.002292,3.13324
258,0.001873,3.13324
259,0.001904,3.13324
260,0.001994,3.13324
261,0.001918,3.13324
262,0.00199,3.13324
263,0.002172,3.13324
264,0.001883,3.13324
265,0.001905,3.13324
266,0.001912,3.13324
267,0.001914,3.13324
268,0.001932,3.13324
269,0.002477,3.13324
270,0.001848,3.13324
271,0.001883,3.13324
272,0.001964,3.13324
273,0.001871,3.13324
274,0.002057,3.13324
275,0.00195,3.13324
276,0.00194,3.13324
277,0.002,3.13324
278,0.001998,3.13324
279,0.001959,3.13324
280,0.001991,3.13324
281,0.001953,3.13324
282,0.00198,3.13324
283,0.002147,3.13324
284,0.001945,3.13324
285,0.002027,3.13324
286,0.002127,3.13324
287,0.002018,3.13324
288,0.002457,3.13324
289,0.002888,3.13324
290,0.003639,3.13324
291,0.001933,3.13324
292,0.001946,3.13324
293,0.001976,3.13324
294,0.001947,3.13324
295,0.002315,3.13324
296,0.001868,3.13324
297,0.001876,3.13324
298,0.001943,3.13324
299,0.0019,3.13324
300,0.001884,3.13324
301,0.001922,3.13324
302,0.001883,3.13324
303,0.001922,3.13324
304,0.001975,3.13324
305,0.001934,3.13324
306,0.00192,3.13324
307,0.001925,3.13324
308,0.001985,3.13324
309,0.002018,3.13324
310,0.001988,3.13324
311,0.001879,3.13324
312,0.001881,3.13324
313,0.001969,3.13324
314,0.001862,3.13324
315,0.001872,3.13324
316,0.001922,3.13324
317,0.001872,3.13324
318,0.001858,3.13324
319,0.002074,3.13324
320,0.002067,3.13324
321,0.001847,3.13324
322,0.001932,3.13324
323,0.001895,3.13324
324,0.001895,3.13324
325,0.001903,3.13324
326,0.001878,3.13324
327,0.001879,3.13324
328,0.001894,3.13324
329,0.001885,3.13324
330,0.001945,3.13324
331,0.002071,3.13324
332,0.002483,3.13324
333,0.00216,3.13324
334,0.00196,3.13324
335,0.001877,3.13324
336,0.002192,3.13324
337,0.00199,3.13324
338,0.001962,3.13324
339,0.001994,3.13324
340,0.001905,3.13324
341,0.001914,3.13324
342,0.001955,3.13324
343,0.001938,3.13324
344,0.001925,3.13324
345,0.002344,3.13324
346,0.002086,3.13324
347,0.001992,3.13324
348,0.001983,3.13324
349,0.002032,3.13324
350,0.002021,3.13324
351,0.001955,3.13324
352,0.001909,3.13324
353,0.001832,3.13324
354,0.002121,3.13324
355,0.001945,3.13324
356,0.002036,3.13324
357,0.002233,3.13324
358,0.00191,3.13324
359,0.002012,3.13324
360,0.002075,3.13324
361,0.001942,3.13324
362,0.002084,3.13324
363,0.002034,3.13324
364,0.001909,3.13324
365,0.002133,3.13324
366,0.002036,3.13324
367,0.002107,3.13324
368,0.002048,3.13324
369,0.002168,3.13324
370,0.002076,3.13324
371,0.002891,3.13324
372,0.002293,3.13324
373,0.001938,3.13324
374,0.002182,3.13324
375,0.002848,3.13324
376,0.001888,3.13324
377,0.001984,3.13324
378,0.002637,3.13324
379,0.002568,3.13324
380,0.002036,3.13324
381,0.001968,3.13324
382,0.002162,3.13324
383,0.002183,3.13324
384,0.00227,3.13324
385,0.002257,3.13324
386,0.002097,3.13324
387,0.002143,3.13324
388,0.002112,3.13324
389,0.001904,3.13324
390,0.002495,3.13324
391,0.002974,3.13324
392,0.002394,3.13324
393,0.002414,3.13324
394,0.002061,3.13324
395,0.00203,3.13324
396,0.002545,3.13324
397,0.002017,3.13324
398,0.002008,3.13324
399,0.002838,3.13324
400,0.002108,3.13324
401,0.001968,3.13324
402,0.00215,3.13324
403,0.001901,3.13324
404,0.002262,3.13324
405,0.002173,3.13324
406,0.002014,3.13324
407,0.002616,3.13324
408,0.002287,3.13324
409,0.00236,3.13324
410,0.001999,3.13324
411,0.00232,3.13324
412,0.002141,3.13324
413,0.003387,3.13324
414,0.002081,3.13324
415,0.001963,3.13324
416,0.002321,3.13324
417,0.002718,3.13324
418,0.003151,3.13324
419,0.002178,3.13324
420,0.002055,3.13324
421,0.002033,3.13324
422,0.002829,3.13324
423,0.001985,3.13324
424,0.001972,3.13324
425,0.001915,3.13324
426,0.00196,3.13324
427,0.001929,3.13324
428,0.002036,3.13324
429,0.003051,3.13324
430,0.002534,3.13324
431,0.001966,3.13324
432,0.00193,3.13324
433,0.001933,3.13324
434,0.002055,3.13324
435,0.001926,3.13324
436,0.001964,3.13324
437,0.001901,3.13324
438,0.002362,3.13324
439,0.002385,3.13324
440,0.002328,3.13324
441,0.001957,3.13324
442,0.001891,3.13324
443,0.001934,3.13324
444,0.00185,3.13324
445,0.001994,3.13324
446,0.00194,3.13324
447,0.001892,3.13324
448,0.002007,3.13324
449,0.001899,3.13324
450,0.001858,3.13324
451,0.001996,3.13324
452,0.001916,3.13324
453,0.001983,3.13324
454,0.001975,3.13324
455,0.001866,3.13324
456,0.002132,3.13324
457,0.002042,3.13324
458,0.001886,3.13324
459,0.001894,3.13324
460,0.001918,3.13324
461,0.001944,3.13324
462,0.00223,3.13324
463,0.001878,3.13324
464,0.001921,3.13324
465,0.001987,3.13324
466,0.001894,3.13324
467,0.001991,3.13324
468,0.001949,3.13324
469,0.001929,3.13324
470,0.001978,3.13324
471,0.001939,3.13324
472,0.001963,3.13324
473,0.001885,3.13324
474,0.001904,3.13324
475,0.001883,3.13324
476,0.00192,3.13324
477,0.002387,3.13324
478,0.001852,3.13324
479,0.001906,3.13324
480,0.002308,3.13324
481,0.001977,3.13324
482,0.00211,3.13324
483,0.002106,3.13324
484,0.001881,3.13324
485,0.002255,3.13324
486,0.001969,3.13324
487,0.001918,3.13324
488,0.001949,3.13324
489,0.002145,3.13324
490,0.001879,3.13324
491,0.003143,3.13324
492,0.002043,3.13324
493,0.00244,3.13324
494,0.002062,3.13324
495,0.001941,3.13324
496,0.002498,3.13324
497,0.001936,3.13324
498,0.001986,3.13324
499,0.002134,3.13324
500,0.002188,3.13324
501,0.002852,3.13324
502,0.002189,3.13324
503,0.002202,3.13324
504,0.002594,3.13324
505,0.002126,3.13324
506,0.002843,3.13324
507,0.002625,3.13324
508,0.002061,3.13324
509,0.002239,3.13324
510,0.001984,3.13324
511,0.001959,3.13324
512,0.002026,3.13324
513,0.001918,3.13324
514,0.0019,3.13324
515,0.002051,3.13324
516,0.002102,3.13324
517,0.002089,3.13324
518,0.001938,3.13324
519,0.002035,3.13324
520,0.002471,3.13324
521,0.001937,3.13324
522,0.001976,3.13324
523,0.00192,3.13324
524,0.002033,3.13324
525,0.001935,3.13324
526,0.002225,3.13324
527,0.001876,3.13324
528,0.00199,3.13324
529,0.001943,3.13324
530,0.002002,3.13324
531,0.003169,3.13324
532,0.001963,3.13324
533,0.002344,3.13324
534,0.00224,3.13324
535,0.003004,3.13324
536,0.002191,3.13324
537,0.002162,3.13324
538,0.001906,3.13324
539,0.002086,3.13324
540,0.002386,3.13324
541,0.002368,3.13324
542,0.002117,3.13324
543,0.001926,3.13324
544,0.002549,3.13324
545,0.001911,3.13324
546,0.001922,3.13324
547,0.001975,3.13324
548,0.001973,3.13324
549,0.00195,3.13324
550,0.002107,3.13324
551,0.001987,3.13324
552,0.001996,3.13324
553,0.002201,3.13324
554,0.001876,3.13324
555,0.001798,3.13324
556,0.002081,3.13324
557,0.001939,3.13324
558,0.002196,3.13324
559,0.002288,3.13324
560,0.001844,3.13324
561,0.002057,3.13324
562,0.001952,3.13324
563,0.001948,3.13324
564,0.002023,3.13324
565,0.001918,3.13324
566,0.001925,3.13324
567,0.001984,3.13324
568,0.001876,3.13324
569,0.001935,3.13324
570,0.002021,3.13324
571,0.001827,3.13324
572,0.001947,3.13324
573,0.002124,3.13324
574,0.001949,3.13324
575,0.001923,3.13324
576,0.002072,3.13324
577,0.00193,3.13324
578,0.00194,3.13324
579,0.002275,3.13324
580,0.001962,3.13324
581,0.001811,3.13324
582,0.001946,3.13324
583,0.00184,3.13324
584,0.001988,3.13324
585,0.001962,3.13324
586,0.002319,3.13324
587,0.001871,3.13324
588,0.001979,3.13324
589,0.001936,3.13324
590,0.001935,3.13324
591,0.002205,3.13324
592,0.002058,3.13324
593,0.001974,3.13324
594,0.00194,3.13324
595,0.001844,3.13324
596,0.002037,3.13324
597,0.002238,3.13324
598,0.001934,3.13324
599,0.002098,3.13324
600,0.002037,3.13324
601,0.001953,3.13324
602,0.002124,3.13324
603,0.002028,3.13324
604,0.001932,3.13324
605,0.00242,3.13324
606,0.002487,3.13324
607,0.002241,3.13324
608,0.001884,3.13324
609,0.001932,3.13324
610,0.002475,3.13324
611,0.001972,3.13324
612,0.001992,3.13324
613,0.001967,3.13324
614,0.001857,3.13324
615,0.002007,3.13324
616,0.002147,3.13324
617,0.001969,3.13324
618,0.001966,3.13324
619,0.002129,3.13324
620,0.002002,3.13324
621,0.002424,3.13324
622,0.001851,3.13324
623,0.002111,3.13324
624,0.002057,3.13324
625,0.001971,3.13324
626,0.002299,3.13324
627,0.002012,3.13324
628,0.002004,3.13324
629,0.002314,3.13324
630,0.001984,3.13324
631,0.001918,3.13324
632,0.00211,3.13324
633,0.001984,3.13324
634,0.001853,3.13324
635,0.002029,3.13324
636,0.001945,3.13324
637,0.001892,3.13324
638,0.002713,3.13324
639,0.001956,3.13324
640,0.002075,3.13324
641,0.002021,3.13324
642,0.001869,3.13324
643,0.002045,3.13324
644,0.002032,3.13324
645,0.002004,3.13324
646,0.001968,3.13324
647,0.002084,3.13324
648,0.001929,3.13324
649,0.001911,3.13324
650,0.002026,3.13324
651,0.001849,3.13324
652,0.002008,3.13324
653,0.001986,3.13324
654,0.001938,3.13324
655,0.001957,3.13324
656,0.001988,3.13324
657,0.001994,3.13324
658,0.002758,3.13324
659,0.002004,3.13324
660,0.001937,3.13324
661,0.001994,3.13324
662,0.00193,3.13324
663,0.002081,3.13324
664,0.00211,3.13324
665,0.001903,3.13324
666,0.002016,3.13324
667,0.002075,3.13324
668,0.002118,3.13324
669,0.001893,3.13324
670,0.001944,3.13324
671,0.002066,3.13324
672,0.002046,3.13324
673,0.001996,3.13324
674,0.002078,3.13324
675,0.002245,3.13324
676,0.00245,3.13324
677,0.00207,3.13324
678,0.002372,3.13324
679,0.001901,3.13324
680,0.001986,3.13324
681,0.001996,3.13324
682,0.002003,3.13324
683,0.001925,3.13324
684,0.001934,3.13324
685,0.002022,3.13324
686,0.002118,3.13324
687,0.002039,3.13324
688,0.002015,3.13324
689,0.002006,3.13324
690,0.002189,3.13324
691,0.002291,3.13324
692,0.002286,3.13324
693,0.002069,3.13324
694,0.00214,3.13324
695,0.002,3.13324
696,0.002119,3.13324
697,0.002064,3.13324
698,0.001986,3.13324
699,0.001934,3.13324
700,0.002017,3.13324
701,0.00201,3.13324
702,0.002081,3.13324
703,0.002552,3.13324
704,0.002265,3.13324
705,0.002947,3.13324
706,0.002616,3.13324
707,0.001938,3.13324
708,0.002325,3.13324
709,0.002085,3.13324
710,0.002294,3.13324
711,0.001947,3.13324
712,0.002176,3.13324
713,0.002058,3.13324
714,0.001948,3.13324
715,0.001885,3.13324
716,0.002081,3.13324
717,0.002345,3.13324
718,0.00199,3.13324
719,0.002193,3.13324
720,0.002013,3.13324
721,0.002375,3.13324
722,0.002101,3.13324
723,0.002033,3.13324
724,0.002196,3.13324
725,0.001879,3.13324
726,0.001899,3.13324
727,0.002092,3.13324
728,0.00212,3.13324
729,0.001917,3.13324
730,0.002123,3.13324
731,0.001969,3.13324
732,0.002038,3.13324
733,0.001979,3.13324
734,0.002064,3.13324
735,0.002249,3.13324
736,0.002391,3.13324
737,0.00201,3.13324
738,0.002198,3.13324
739,0.002081,3.13324
740,0.002313,3.13324
741,0.002368,3.13324
742,0.00232,3.13324
743,0.002071,3.13324
744,0.002081,3.13324
745,0.002369,3.13324
746,0.002194,3.13324
747,0.001967,3.13324
748,0.002019,3.13324
749,0.001915,3.13324
750,0.001923,3.13324
751,0.001936,3.13324
752,0.001962,3.13324
753,0.002183,3.13324
754,0.00233,3.13324
755,0.001985,3.13324
756,0.002291,3.13324
757,0.001906,3.13324
758,0.002022,3.13324
759,0.002118,3.13324
760,0.002038,3.13324
761,0.002101,3.13324
762,0.002004,3.13324
763,0.002421,3.13324
764,0.002098,3.13324
765,0.002007,3.13324
766,0.002252,3.13324
767,0.002151,3.13324
768,0.002021,3.13324
769,0.001962,3.13324
770,0.002141,3.13324
771,0.002014,3.13324
772,0.004572,3.13324
773,0.001897,3.13324
774,0.001997,3.13324
775,0.002138,3.13324
776,0.002037,3.13324
777,0.001936,3.13324
778,0.002184,3.13324
779,0.001914,3.13324
780,0.001925,3.13324
781,0.002251,3.13324
782,0.001963,3.13324
783,0.002118,3.13324
784,0.002155,3.13324
785,0.001959,3.13324
786,0.002449,3.13324
787,0.002157,3.13324
788,0.002041,3.13324
789,0.002008,3.13324
790,0.002178,3.13324
791,0.002102,3.13324
792,0.002094,3.13324
793,0.001936,3.13324
794,0.001948,3.13324
795,0.002171,3.13324
796,0.002085,3.13324
797,0.002019,3.13324
798,0.002128,3.13324
799,0.002094,3.13324
800,0.002069,3.13324
801,0.002288,3.13324
802,0.002071,3.13324
803,0.002254,3.13324
804,0.002476,3.13324
805,0.0024,3.13324
806,0.00198,3.13324
807,0.00217,3.13324
808,0.002559,3.13324
809,0.002282,3.13324
810,0.002518,3.13324
811,0.002572,3.13324
812,0.002571,3.13324
813,0.002816,3.13324
814,0.002137,3.13324
815,0.002541,3.13324
816,0.00234,3.13324
817,0.002273,3.13324
818,0.001977,3.13324
819,0.002113,3.13324
820,0.00218,3.13324
821,0.002356,3.13324
822,0.002286,3.13324
823,0.002146,3.13324
824,0.002062,3.13324
825,0.002105,3.13324
826,0.002026,3.13324
827,0.002104,3.13324
828,0.002158,3.13324
829,0.002049,3.13324
830,0.002043,3.13324
831,0.002161,3.13324
832,0.001931,3.13324
833,0.002509,3.13324
834,0.001937,3.13324
835,0.001968,3.13324
836,0.001929,3.13324
837,0.001973,3.13324
838,0.002115,3.13324
839,0.002166,3.13324
840,0.002038,3.13324
841,0.002038,3.13324
842,0.002695,3.13324
843,0.00206,3.13324
844,0.002292,3.13324
845,0.001997,3.13324
846,0.002088,3.13324
847,0.002068,3.13324
848,0.002014,3.13324
849,0.002043,3.13324
850,0.002044,3.13324
851,0.002146,3.13324
852,0.002037,3.13324
853,0.002181,3.13324
854,0.002077,3.13324
855,0.00196,3.13324
856,0.002102,3.13324
857,0.001973,3.13324
858,0.00199,3.13324
859,0.001985,3.13324
860,0.001914,3.13324
861,0.00197,3.13324
862,0.002024,3.13324
863,0.001902,3.13324
864,0.001908,3.13324
865,0.001998,3.13324
866,0.001949,3.13324
867,0.001909,3.13324
868,0.001953,3.13324
869,0.001878,3.13324
870,0.001905,3.13324
871,0.002395,3.13324
872,0.001908,3.13324
873,0.001917,3.13324
874,0.001995,3.13324
875,0.001909,3.13324
876,0.001956,3.13324
877,0.001972,3.13324
878,0.001913,3.13324
879,0.001921,3.13324
880,0.001905,3.13324
881,0.001941,3.13324
882,0.001936,3.13324
883,0.00247,3.13324
884,0.001985,3.13324
885,0.001981,3.13324
886,0.002426,3.13324
887,0.001943,3.13324
888,0.00197,3.13324
889,0.002246,3.13324
890,0.002038,3.13324
891,0.001971,3.13324
892,0.002043,3.13324
893,0.001983,3.13324
894,0.002201,3.13324
895,0.002106,3.13324
896,0.002049,3.13324
897,0.002364,3.13324
898,0.001934,3.13324
899,0.002045,3.13324
900,0.002195,3.13324
901,0.002053,3.13324
902,0.002092,3.13324
903,0.002066,3.13324
904,0.002336,3.13324
905,0.002199,3.13324
906,0.002008,3.13324
907,0.002213,3.13324
908,0.001925,3.13324
909,0.002295,3.13324
910,0.002221,3.13324
911,0.002153,3.13324
912,0.00194,3.13324
913,0.002187,3.13324
914,0.002008,3.13324
915,0.002109,3.13324
916,0.002193,3.13324
917,0.001985,3.13324
918,0.002204,3.13324
919,0.001971,3.13324
920,0.001987,3.13324
921,0.002149,3.13324
922,0.002187,3.13324
923,0.002037,3.13324
924,0.002401,3.13324
925,0.001961,3.13324
926,0.002009,3.13324
927,0.002106,3.13324
928,0.002115,3.13324
929,0.001925,3.13324
930,0.001941,3.13324
931,0.002004,3.13324
932,0.002099,3.13324
933,0.0021,3.13324
934,0.002166,3.13324
935,0.002227,3.13324
936,0.001931,3.13324
937,0.002029,3.13324
938,0.002164,3.13324
939,0.002017,3.13324
940,0.002206,3.13324
941,0.002008,3.13324
942,0.00207,3.13324
943,0.002059,3.13324
944,0.002167,3.13324
945,0.002163,3.13324
946,0.002021,3.13324
947,0.002001,3.13324
948,0.001977,3.13324
949,0.002121,3.13324
950,0.002618,3.13324
951,0.00226,3.13324
952,0.002029,3.13324
953,0.002089,3.13324
954,0.001986,3.13324
955,0.002026,3.13324
956,0.00208,3.13324
957,0.00192,3.13324
958,0.002402,3.13324
959,0.002031,3.13324
960,0.002306,3.13324
961,0.002115,3.13324
962,0.002778,3.13324
963,0.002004,3.13324
964,0.002122,3.13324
965,0.002007,3.13324
966,0.002419,3.13324
967,0.002071,3.13324
968,0.002168,3.13324
969,0.002083,3.13324
970,0.002115,3.13324
971,0.002172,3.13324
972,0.002127,3.13324
973,0.002129,3.13324
974,0.002367,3.13324
975,0.002022,3.13324
976,0.002025,3.13324
977,0.00206,3.13324
978,0.00203,3.13324
979,0.002173,3.13324
980,0.002163,3.13324
981,0.002097,3.13324
982,0.002106,3.13324
983,0.00208,3.13324
984,0.002174,3.13324
985,0.007209,3.13324
986,0.002261,3.13324
987,0.002032,3.13324
988,0.002123,3.13324
989,0.002125,3.13324
990,0.002396,3.13324
991,0.002124,3.13324
992,0.002116,3.13324
993,0.002073,3.13324
994,0.00208,3.13324
995,0.002035,3.13324
996,0.002076,3.13324
997,0.002075,3.13324
998,0.002058,3.13324
999,0.002112,3.13324
1000,0.002216,3.13324
